See what life is like with lockdowns social distancing and selfisolation in Canada and around the world,Everyday life for people in Canada and across the globe has suddenly become unrecognizable with millions staying at home practicing social distancing and selfisolating amid the COVID pandemic Everything from city streets and parks to restaurants legis,Scroll down for a look at how lockdowns social distancing and selfisolation have changed daily life for people in Canada and in cities around the worldCanadas biggest cityToronto is usually a bustling thriving metropolis but drone video taken from   chars
La course navette  The Beep Test,Wojtek is a mysterious new student at school This is why he is a prey designated for Thomas and Philippe two students in search of entertainment Not finding the words in front of his assailants Wojtek will go back to his physical education course to expr,None
Whats cancelled in NB because of COVID,The spread of COVID worldwide has forced a number of closures and cancellations in New BrunswickThey include major events such as the Fredericton ITF Challenger a tennis event that was expected to be hosted in Fredericton next weekAnd the Quebec Major ,The spread of COVID worldwide has forced a number of closures and cancellations in New BrunswickThey include major events such as the Fredericton ITF Challenger a tennis event that was expected to be hosted in Fredericton next weekAnd the Quebec Ma  chars
 Cannabis Stocks Youll Regret Not Buying During This Correction,Its time to go shopping for highquality marijuana businesses at attractive prices,Batten down the hatches because volatility has returned in a big way for the stock market Over a session stretch ending this past Tuesday March  the yearold Dow Jones Industrial Average logged its three biggest singleday point gains in history  chars
Cruise passengers sail toward Florida split into healthy COVIDinfected ships  The Globe and Mail,Cruise passengers sail toward Florida split into healthy COVIDinfected ships The Globe and Mail Passengers transferred from virushit Zaandam cruise ship off Panama CTV News Moncton women on board cruise ship hit with coronavirus CBCca We dont know wh,Passengers one wearing a protective face mask look out from the Zaandam cruise ship anchored in the bay of Panama City in this file photo from March   The Associated PressKevin and Jeannette Balgopal put on masks left their stateroom on the MS  chars
Ptit Belliveau  Greatest Hits Vol  ,Presenting Ptit Belliveau lover of Acadian folk music wearer of faded crocs and officiant in the marriage between plucky banjo and cheesy synthesizer A Moncton NBviaBayside NS manboy who has played with a group called Ptit Belliveau et les Grosses C,Presenting Ptit Belliveau lover of Acadian folk music wearer of faded crocs and officiant in the marriage between plucky banjo and cheesy synthesizer A Moncton NBviaBayside NS manboy who has played with a group called Ptit Belliveau et les Grosses C  chars
yearold Riverview man missing,Police are asking for the publics help to find Matthew Jeffrey Morton  of Riverview who is missing Police say Morton was last seen March  near Carney Avenue in Moncton around  am He was reported missing to police on the same dayMorton is descri,Police are asking for the publics help to find Matthew Jeffrey Morton  of Riverview who is missing Police say Morton was last seen March  near Carney Avenue in Moncton aroundam He was reported missing to police on the same dayMorton isdes  chars
Health Canada OKs license amendment for Organigrams facility,ul liOrganigram Holdings NASDAQa href titleOrganiGram Holdings IncOGIa has a href,Organigram Holdings NASDAQOGI has received Health Canadas approval for the licensing of its remaining Phase  expansion together with the renewal for standard cultivation processing and sale for medical purposesThe approval includes twofloor producti  chars
Airport warns of COVID case on Sunwing flight that landed in Moncton,The Moncton airport is alerting passengers about another Prince Edward Island resident who tested positive for COVID after being on a flight to Moncton,The Moncton airport is alerting passengers about another Prince Edward Island resident who tested positive for COVID after being on a flight to MonctonIn a press release the Greater Moncton International Airport Authority said the person passed through  chars
RCMP seek help to locate missing yearold Moncton girl,Police are asking for the publics help to locate yearold Faith Rourke of Moncton,Codiac Regional RCMP are asking for the publics help to locate yearold Faith Rourke of MonctonRourke was last seen March  at around  pm on Mapleton RoadShe isfivefoottwo and weighs about pounds She has blondhair and browns eyesPoli  chars
Super League clubs discussing no relegation  Toronto chief,Some Super League clubs think there should be no relegation in  because of coronavirus disruption says Toronto chairman Bob Hunter,Torontos Sonny Bill Williams has the most offloads in Super League this season with Some Super League clubs think there should be no relegation in  because of disruption caused by coronavirus says Toronto chairman Bob HunterThe Canadian side were  chars
Clearbanc cuts staff to navigate longterm economic impacts of COVID,Clearbanc a Torontobased company that funds startups through equityfree investments has laid off  employees to help it navigate the longterm economic impact of COVID TechCrunch has learned The cuts impact about  of the staff with affecting role,Clearbanc a Torontobased company that funds startups through equityfree investments has laid off  employees to help it navigate the longterm economic impact of COVID TechCrunch has learnedThe cuts impact about  of the staff with affecting rol  chars
Startup group works to get flatpacked protective boxes to frontline COVID medical workers,There are a number of initiatives by startup companies and entrepreneurs looking to support the healthcare response to COVID and one thats addressing a need in the realm of personal protective equipment is the COVID Box project launched by a group of vol,There are a number of initiatives by startup companies and entrepreneurs looking to support the healthcare response to COVID and one thats addressing a need in the realm of personal protective equipment is the COVID Box project launched by a group of vol  chars
STRONGEST POSSIBLE MESSAGE State of emergency declared in Toronto  Toronto Sun,STRONGEST POSSIBLE MESSAGE State of emergency declared in Toronto Toronto Sun Mayor John Tory declares state of emergency in Toronto  COVID Toronto Star City announces measures to help lowincome renters Toronto Sun Premier Ford says he wouldnt hesita,For the first time in the citys history Toronto Mayor John Tory declared a state of emergencyThe order was signed Monday afternoon after Tory consulted with Dr Eileen de Villa the citys chief medical officer and Matthew Pegg fire chief and emergency m  chars
Video appears to show Toronto police cruiser running over suspect reportedly carrying knife  Global News,Video appears to show Toronto police cruiser running over suspect reportedly carrying knife Global News Dramatic arrest near Fort York CityNews Toronto SIU invokes mandate after suspect injured during police pursuit in downtown Toronto CTV News WATCH Police ,Video posted on social media appears to show a Toronto police cruiser driving over a suspect reportedly carrying a knife as he was being pursued on foot by officersThe police service initially posted an update on one of its Twitter accounts before  pm  chars
Tougher containment measures as Toronto COVID cases skyrocket  Toronto Sun,Tougher containment measures as Toronto COVID cases skyrocket Toronto Sun Toronto announces  weeks of mandatory COVID measures  Power  Politics CBC News De Villa now shames those who removed barriers to Sunnyside Park Calls it appalling  COVID,As COVID cases climb dramatically in Toronto new measures will bring the city as close to Europeanstyle lockdowns as municipal law allowsAnd the citys chief medical officer took aim at the provinces lengthy list of essential businesses saying a bal  chars
Half of the citys surgical mask inventory recalled after being found defective Fire Chief  CityNews,Half of the citys surgical mask inventory recalled after being found defective Fire Chief CityNews City of Toronto recalls defective masks to longterm care homes  new cases of COVID for Ontario and  new deaths according to Stars count Toronto S,The City of Toronto has recalled over  masks distributed to longterm care homes after they were deemed to be defective Toronto Fire Chief Matthew Pegg said the defective masks represented about half of the citys surgical mask inventoryThe masks  chars
DISGUSTING Doug Ford denounces price gouging at Toronto grocery store  Toronto Sun,DISGUSTING Doug Ford denounces price gouging at Toronto grocery store Toronto Sun Coronavirus outbreak Were coming after you Ford warns businesses price gouging during pandemic Global News Doug Ford calls out Toronto grocer Pusateris for disgusting ,Doug Ford ripped into Ontario businesses that are price gouging in the middle of the coronavirus crisis on Thursday calling out one highend Toronto grocery store by nameThe premier had harsh words for Pusateris Fine Foods after photos emerged on social   chars
Task force announced to help protect Torontos economy from devastating impact of virus  CTV News,Task force announced to help protect Torontos economy from devastating impact of virus CTV News WARREN Joe Biden is looking for his John Torystyle comeback Toronto Sun The latest on the coronavirus Toronto launches task force to boost local economy Mar,TORONTO  Toronto Mayor John Tory has launched a special task force in response to a growing COVID outbreak that he says is having a devastating impact on the citys economyIn a news release issued early Monday morning Tory said that the task force w  chars
Potential Compliance BuyOut Situation a Windfall for the Toronto Maple Leafs  Editor In Leaf,Potential Compliance BuyOut Situation a Windfall for the Toronto Maple Leafs Editor In Leaf Quick Shifts Maple Leafs will face tricky Nick Robertson decision Sportsnetca Nick Robertson Should be a Toronto Maple Leaf Next Season The Hockey Writers KOSHAN F,The Toronto Maple Leafs season has been postponedThe Toronto Maple Leafs have not played since they beat the Tampa Bay Lightning on March the thWho knows when the NHL will resume or in what form it will resume in when it doesBefore the break it w  chars
Drakes new video features inside look at mansion and empty Toronto streets  CTV News,Drakes new video features inside look at mansion and empty Toronto streets CTV News Drake drops Toosie Slide video featuring look at his mansion empty Toronto Global News Drakes new song Toosie Slide is obviously specifically for TikTok LaineyGossip Dr,TORONTO  Toronto rap star Drake has found a new creative outlet during the COVID pandemic The Toosie SlideThats the name of a dance he introduces in his new song and music video of the same nameThe Toosie Slide video directed by Theo Skudra  chars
SIMMONS SAYS Confrontations with angry season ticket holders ends in compromise for Leafs and Raptors  Toronto Sun,SIMMONS SAYS Confrontations with angry season ticket holders ends in compromise for Leafs and Raptors Toronto Sun Maple Leafs Doug Gilmour watches  Game  vs Kings for first time Sportsnetca Masters After goal season is Nick Robertson ready to he,Frustrated and disappointed season ticket holders of the Maple Leafs and Raptors will get a financial break of some sort on Monday when theyre informed that their April  deadline payment on next seasons tickets will be pushed back a monthThat decision h  chars
Ford says lets manufacture PPE here all the time  Toronto Sun,Ford says lets manufacture PPE here all the time Toronto Sun Calls mount for Ottawa to release projections on COVID spread CBCca Ontario hospitals running low on masks OHA warns Toronto Sun You deserve to know Ontario will release modelling data on ,With a worldwide shortage of personal protective equipment PPE for doctors nurses and support workers countries around the world have put export controls on them and that includes CanadaSo while Canada is having trouble accessing key items from other   chars
Coronavirus Torontos sports franchises team up to launch fund for event staff  Global News,Coronavirus Torontos sports franchises team up to launch fund for event staff Global News Major Toronto sports franchises team up to create fund for event staff Sportsnetca Team Toronto Fund Created argonautsca Leafs Raps TFC Jays Argos band together ,Torontos five prominent sports organizations have teamed together to create a special assistance fund for event staff affected by the suspension of all major sports in the city due to the coronavirus outbreakThe Team Toronto Fund was announced on Sunday  chars
Shanahan keeps stalled Leafs season in perspective  Toronto Sun,Shanahan keeps stalled Leafs season in perspective Toronto Sun Shanahan Maple Leafs certainly interested in keeping Clifford Sportsnetca The Most Underrated Toronto Maple Leafs of AllTime Editor In Leaf Shanahans Maple Leafs expect to play again this se,Working from the confines of home amid a pandemic Brendan Shanahan knows the hibernation of Leafs Nation is hardly deserving of front page coverageAt a time Torontos hockey team would be marshalling for a possible playoff run COVID has slowed operati  chars
Creative Destruction Lab launches a new startup program dedicated to COVID response,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit  chars
Rogers Cup WTA Tour event postponed until August ,The womens section of the Rogers Cup is postponed for a year because of the coronavirus pandemic,Serena Williams is a threetime Rogers Cup champion but was forced to withdraw from the final in  due to injuryThe womens section of the Rogers Cup has been postponed for a year because of the coronavirus pandemicThe decision to call off Augusts WT  chars
WARMINGTON Coronavirus outbreak forces closure of casinos  Toronto Sun,WARMINGTON Coronavirus outbreak forces closure of casinos Toronto Sun OLG shuts down casinos due to COVID concerns CTV News Coronavirus OLG closing all casinos across Ontario as precautionary measure Global News All Ontario casinos to close temporarily a,Card dealers who were demanding that their casino employers cash in their chips have won their handThe Ontario Lottery and Gaming Corp has announced its closing down casinos including Woodbine Niagara and MohawkOLG working with all our casino serv  chars
These kids are coming home Ford says there are plans to bring back Ontario students stranded in Peru  CTV News,These kids are coming home Ford says there are plans to bring back Ontario students stranded in Peru CTV News Doug Ford says the COVID fight depends on good data A Star analysis found problems with the governments case count Toronto Star Private compa,TORONTO  Premier Doug Ford says arrangements have been made to bring home a group of King City high school students who are stuck in Peru after the South American country closed its borders last weekendSpeaking at Queens Park on Thursday Ford said pla  chars
Alberta enters second month of COVID pandemic with  pm update  CTV News,Alberta enters second month of COVID pandemic with  pm update CTV News Global National April    COVID cases surge in Ontario Quebec Global News  more COVID deaths and  more cases confirmed in Ontario CTV News Ontario sees slight o,EDMONTON  The Alberta government reported  new cases of COVID and one more death MondayThere are now  cases of the novel coronavirus in Alberta one month after the province reported its first case A total of  Albertans have recovered from  chars
Google debuts Works With Chromebook badge for accessories,If youve ever bought a cable a charger or any other accessory that ended up incompatible with the device its meant for youll likely appreciate Googles latest  Works With  badge The tech giant has debuted the Works With Chromebook logo which can gi,Google says all accessories with the badge have been tested and are guaranteed to comply with Chromebooks compatibility standards Thus far the company has certified products from several famous brands including Anker Kensington and Logitech Also certif  chars
Google Maps now highlights restaurants with delivery options,Google Maps is still useful for grabbing a bite to eat even in the midst of widespread COVID lockdowns it seems Google has rolled out updates to its Android and iOS apps that highlight restaurants with delivery and for some reason takeout options  ,The feature is available now in at least the US Canada and France and likely other parts of the world as well Yes this Maps tweak is arguably a cruel reminder of all the places you cant go while youre staying at home during the pandemic Look at it this  chars
Big Brother Canada ends season early due to COVID developments  CBCca,Big Brother Canada ends season early due to COVID developments CBCca Big Brother Canada officially ending Season  ceasing production due to coronavirus Global News Big Brother Canada Season  suspends production Toronto Sun Big Brother Canada season c,Just over a week after announcing production was still underway on Big Brother Canadadespite the global COVID crisis producers now say the reality series has ended earlyGlobal and Insight Productions say production on season  is now done in light of   chars
Canadian Bank Stocks What Now  Yahoo News Canada,Canadian Bank Stocks What Now Yahoo News Canada Stock Market Crash  What to Buy Right Now The Motley Fool Canada Bank of Canada ventures into uncharted territory to fight coronavirus fallout Financial Post TSX falls on coronavirus worries Bank of Cana,It looks like Canadians may actually have some good news coming their way after wellover a month of uncertainty While the SampPTSX Composite may still be down more than  in just the past week its managed to gain almost  its largest drop in over a   chars
Netflix pauses production on Stranger Things other shows due to coronavirus,TV and media giants including streaming services are feeling the effects of the global coronavirus pandemic According to The Hollywood Reporter and Deadline Netflix has put a pause on all scripted TV and film production for two weeks in the US and Canada ,The affected shows include viewer favorite Stranger Things which had to shut down its fourth seasons production as well as supernatural detective series Lucifer and Groundhog Dayesque comedy drama Russian Doll Shows being filmed outside the US and Canada  chars
Uber Eats waives delivery fees for over  independent restaurants,In response to the coronavirus pandemic and its impact on the restaurant industry Uber Eats is waiving delivery fees for over  independent restaurants across the US and Canada Its the latest move by gigeconomy businesses like Uber Lyft and Grubhub,Uber Eats is also launching daily marketing campaigns to promote delivery from local restaurants especially those that are new to the app It will allow restaurants of all sizes to opt into daily payments on all Uber Eats orders rather than weekly billing   chars
Big Brother Canada shocker  houseguests ejected house told about coronavirus  Global News,Big Brother Canada shocker  houseguests ejected house told about coronavirus Global News Micheal Stubley returns home after Big Brother Canada CKPGTodayca Big Brother Canada Houseguests Learn About Seriousness Of COVID  Mar   Global Jamar ,SPOILER ALERT If you havent watched tonights episode ofBig Brother Canada on Global then STOP READING NOW Spoilers lie aheadTo say the first two weeks of Big Brother Canada Season  have been chaotic is an understatement It started with an unprecede  chars
Bank of Canada pumps B expands bond buybacks to ease economic concerns  BNNBloombergca,Bank of Canada pumps B expands bond buybacks to ease economic concerns BNNBloombergca Bank of Canada says it will provide more liquidity for markets The Globe and Mail Bank of Canada pumps B expands bond buybacks  Business News Castanetnet Bank of ,OTTAWA  TheBankofCanadaprepared to increase the cash it pumps into the financial system and Finance Minister Bill Morneau stressed the need for fiscal measures to manage the impact of COVID as official Ottawa responded to another market plungeThurs  chars
Disney will start streaming Frozen  on Sunday three months early,In a move that feels in parts altruistic and business savvy Disney has bumped up the Disney streaming release date for Frozen  to this weekend Many families are unexpectedly home and certainly feeling the stress of everything going on due to coronavirus ,The press release didnt indicate exactly what time Frozen  will premiere on Disney but said it will be available only in HD initially and only in the US Starting Tuesday March th it will also come to Canada the Netherlands Australia and New Zealand  chars
Amazon extends return window amid coronavirus pandemic,Amazon is temporarily extending its return policy window to help its customers during the coronavirus crisis If you live in the US or Canada you now have until May st to return any products you buy between now and April th through Amazon or one of the c,Amazon is temporarilyextending its return policywindow to help its customers during the coronavirus crisis If you live in the US or Canada you now have until May st to return any products you buy between now and April th through Amazon or one of the c  chars
This oil downturn is worse than  and  Bank of Canada survey  Yahoo Canada Finance,This oil downturn is worse than  and  Bank of Canada survey Yahoo Canada Finance Business outlook soft even before full shock of COVID BoC BNNBloombergca Pandemic takes a heavy toll on oil sector and consumer businesses Bank of Canada survey sh,Canadas energy sector has weathered storms in recent years But this one is expected to be worse than  and  according to a Bank of Canada survey released on Monday The central banks sample of Canadian oil and gas firms paints a dire picture as th  chars
Google launches a new Works with Chromebook badge for accessories,Google launches a new Works with Chromebook badge for accessories which certifies that chargers mice keyboards power adapters and more will be compatible with Chromebooks There are currently  companies that offer accessories as part of the program,Chargers mice keyboards power adapters and moreImage GoogleGoogle has launched a new Works with Chromebook badge for accessories that are certified to be compatible with Chromebooks via toGoogle The certification will be given to chargers mice  chars
Air Canada TSXAC Now Is the Time to Buy  The Motley Fool Canada,Air Canada TSXAC Now Is the Time to Buy The Motley Fool Canada TSX gains ground as stocks whipsaw amid coronavirus crisis Financial Post Coronavirus Crisis Will Housing Markets Plummet or Rise The Motley Fool Canada View Full coverage on Google News,Air CanadaTSXACTSXACB stock has taken on a brunt of the damage amid the coronavirus COVID pandemic with shares falling over  from peak to trough over a ridiculously short period The stock got cut in half twice and while it could happen again  chars
Air Canada TSXAC Stock Just Soared  Should You Buy the Bounce  The Motley Fool Canada,Air Canada stock TSXACTSXACB is hot again as investors chase it on the way up but should you buy now or wait for a pullback,Dont look now butAir Canada stock TSXACTSXACB just surged  off its March th lows as investors seek to pile into the hardesthit names that stand to have the most upside in a Vshaped recovery from the brutal coronavirus market crashWhile A  chars
M Strikes Deal With Trump Administration To Continue Mask Exports To Canada  HuffPost Canada,M Strikes Deal With Trump Administration To Continue Mask Exports To Canada HuffPost Canada Ottawa reports progress in talks with US over medical supplies as M strikes deal to send masks to Canada CBCca Trump and M reach deal to allow N face masks to ,WASHINGTON  One of Americas largest manufacturers of medical face masks rode to Canadas rescue Monday forging an agreement with the White House that allows it to provide millions of its precious N respirators to the USmarket without sacrificing suppl  chars
Starbucks to close nearly all Canadian locations only drivethrough and delivery will remain open  The Globe and Mail,Starbucks to close nearly all Canadian locations only drivethrough and delivery will remain open The Globe and Mail Starbucks is officially closing all of its cafes across Canada  Dished Daily Hive Starbucks temporarily closing most locations in Canada due,Pedestrians walk past a downtown Toronto Starbucks Coffee location Thursday May  Graeme RoyThe Canadian PressReferring to managing the coronavirus as the single biggest challenge many of us have faced in our lifetime Starbucks Canada has announ  chars
Canada may soon advise against foreign travel  PM Trudeau,Canada may soon advise against nonessential foreign travel and it will be taking a number of new measures at airports in a bid to slow the spread of coronavirus Prime Minister Justin Trudeau said on Friday,OTTAWA Reuters  Canada may soon advise against nonessential foreign travel and it will be taking a number of new measures at airports in a bid to slow the spread of coronavirus Prime Minister Justin Trudeau said on Friday We are looking at making a   chars
CanadaUS border closing to nonessential travel Trudeau  CTV News,CanadaUS border closing to nonessential travel Trudeau CTV News COVID crisis CanadaUS border shut for first time since  attacks Calgary Herald Coronavirus Trudeau grabs coat during live press briefing BBC News COVID Canada US working o,OTTAWA  Prime Minister Justin Trudeau has announced that the CanadaUS border will close to all nonessential travel and that the federal government is prepared to spend  billion on direct financial help and  billion for mostly tax deferrals in r  chars
Canadian Gun Sales Spike Amid Fears Of COVID Tougher Firearms Laws  HuffPost Canada,Canadian Gun Sales Spike Amid Fears Of COVID Tougher Firearms Laws HuffPost Canada Gun sales surge as coronavirus pandemic spreads CNN COVID Coronavirus law fears fuel spike in firearms ammunition sales across Canada CTV News Canada Gun Stores Repor,TORONTO The COVID outbreak coupled with fears about more restrictive gun legislation has fuelled a spike in firearm and ammunition sales several dealers said this weekBuyers they say are stocking up while they can a development that has alarmed gunc  chars
Canada may face legal trouble for turning away asylum seekers coming from US advocates  Global News,Canada may face legal trouble for turning away asylum seekers coming from US advocates Global News Canada could face legal trouble over refugee deportations advocates CTV News Canada could face legal trouble over refugee deportations advocates say Toront,Refugee advocates say Canada could be in legal hot water if the United States deports asylum seekers turned away from Canada as part of a broader deal with the US to close the border to all but nonessential trafficLast week Prime Minister Justin Trudeau  chars
Researchers Built an App That Aims to Detect Covid by Listening to Your Coughs,One of the major problems right now with tackling the novel coronavirus is that tests arent widely available for everyone To help fix that researchers from Carnegie Mellon University have developed a free experimental app that uses artificial intelligence,One of the major problems right now with tackling the novel coronavirus is that tests arent widely available for everyone To help fix that researchers from Carnegie Mellon University have developed a free experimental app that uses artificial intelligence   chars
Thrown Rocks Are No Threat to These Drones That Have Mastered Dodgeball,The days of knocking an annoying drone out of the air with a precisely thrown rock might soon be over Researchers at the University of Zurich have upgraded a drone with a special camera that can quickly spot approaching obstacles allowing the craft to avoid,The days of knocking an annoying drone out of the air with a precisely thrown rock might soon be over Researchers at the University of Zurich have upgraded a drone with a special camera that can quickly spot approaching obstacles allowing the craft to avoid  chars
AI Trained on Moon Craters Is Helping Find Unexploded Bombs From the Vietnam War,Theres still no completely safe and surefire method for locating unexploded ordinance after a war is over but researchers at Ohio State University have found a way to harness image processing algorithms powered by machine learning to study satellite image,Theres still no completely safe and surefire method for locating unexploded ordinance after a war is over but researchers at Ohio State University have found a way to harness image processing algorithms powered by machine learning to study satellite imager  chars
Giant Concrete Umbrellas Could Protect the Lucky Ones From Storm Surge,A group of engineers from Princeton University think that giant concrete umbrellas could help deflect storm surge and rising seas In a new study published this month in the Journal of Structural Engineering the researchers laid out preliminary designs for t,A group of engineers from Princeton University think that giant concrete umbrellas could help deflect storm surge and rising seas In a new study published this month in the Journal of Structural Engineering the researchers laid out preliminary designs for t  chars
Creative Destruction Lab launches a new startup program dedicated to COVID response,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit,Global academic science and tech startup accelerator program Creative Destruction Lab CDL is adding a dedicated stream to its existing areas of focus which include AI health sciences space quantum computing blockchain energy and oceans The new addit  chars
University Libraries Offer Online Lending of Scanned InCopyright Books,An anonymous reader quotes a report from Ars Technica The coronavirus crisis has forced the closure of libraries around the world depriving the public of access to millions of printed books Books old enough to be in the public domain may be available for f,An anonymous reader quotes a report from Ars Technica The coronavirus crisis has forced the closure of libraries around the world depriving the public of access to millions of printed books Books old enough to be in the public domain may be available for f  chars
This is what lungs infected with COVID look like,Doctors at George Washington University Hospital are raising awareness about the serious damage COVID can cause on the lungs of individuals The hospital posted a video of a D model from a CT scan that shows in yellow the extent to which the disease has,Doctors at George Washington University Hospital are raising awareness about the serious damage COVID can cause on the lungs of individualsThe hospital posted a video of a D model from a CT scan that shows in yellow the extent to which the disease h  chars
How to make your own face mask,Here are stepbystep instructions on how to make your own mask based on guidance from the Vanderbilt University Medical Center and Froedtert  the Medical College of Wisconsin Theyre reusable and washable and they should be worn while you continue to obe,By Scottie Andrew CNNIllustrations Leah Abucayan CNNUpdated  AM ET Sat April  Chat with us in Facebook Messenger Find out whats happening in the world as it unfoldsCNNTheres one thing you should know before diving into the conversati  chars
The Coronavirus Is Forcing the Climate Movement to Reimagine Itself,Earth Day was supposed to be part of a week of mass mobilizations in late April Protestors were going to rally in the streets Students were going to gather on their university campuses to demand they divest from fossil fuels Those too young to vote were pl,Earth Day was supposed to be part of a week of mass mobilizations in late April Protestors were going to rally in the streets Students were going to gather on their university campuses to demand they divest from fossil fuels Those too young to vote were pl  chars
US Coronavirus Deaths Surpass Number Killed On ,The US covid death toll reached over  on Monday night surpassing the number of people who died in the terrorist attacks of September   when  people were killed The grim milestone comes from the latest figures updated by Johns Hopkins ,The US covid death toll reached over  on Monday night surpassing the number of people who died in the terrorist attacks of September   when  people were killed The grim milestone comes from the latest figures updated by Johns Hopkins   chars
India Locks Down Entire Population of  Billion For  Days,The government of India will ban all  billion people in the country from leaving their homes for  days according to a new declaration made Tuesday night by Prime Minister Narendra Modi The total lockdown is an effort to slow the spread of covid an ,The government of India will ban all  billion people in the country from leaving their homes for  days according to a new declaration made Tuesday night by Prime Minister Narendra Modi The total lockdown is an effort to slow the spread of covid an   chars
Researchers develop emergency ventilator based on resuscitation bags used in ambulances,The need for innovative solutions to address shortages in crucial medical equipment is greater than ever and a new initiative from a global team of biomedical engineering experts is a perfect example The team developed a way for resuscitation bags  common ,The need for innovative solutions to address shortages in crucial medical equipment is greater than ever and a new initiative from a global team of biomedical engineering experts is a perfect example The team developed a way for resuscitation bags common pi  chars
Liberty University welcomed coronavirus to campus last week the New York Times reported Thats false university says,After the New York Times reported that multiple Liberty students had gotten sick after returning to campus the Virginia university pushed back,Less than a week after welcoming back nearly  studentsamid the nations coronavirus outbreak Liberty University again finds itself in the middle of a controversyAfter the New York Times reported Sunday that multiple Liberty students had gotten sick a  chars
Intels neuromorphic chip learns to smell  hazardous chemicals,Of all the senses scent is a particularly difficult one to teach AI but that doesnt stop researchers from trying Most recently researchers from Intel and Cornell University trained a neuromorphic chip to learn and recognize the scents of  hazardous che,Using Intels Loihi a neuromorphic chip the team designed an algorithm based on the brains olfactory circuit When you take a whiff of something molecules stimulate olfactory cells in your nose Those cells send signals to the brains olfactory system wh  chars
Apple CEO Tim Cook to Deliver Virtual Commencement Address for Ohio State University Students,Apple CEO Tim Cook will deliver the commencement address at Ohio State Universitys virtual commencement event thats set to take place on May  Ohio State President Michael Drake announced today The event which will be live streamed will kick off at noon,Apple CEO Tim Cook will deliver the commencement address at Ohio State Universitys virtual commencement event thats set to take place on May  Ohio State President Michael Drake announced todayThe event which will be live streamed will kick off at noo  chars
As universities shut their doors international students are left in limbo,Surprise campus closures are just the beginning of the difficulties international students face In addition to the stress of moving and saying goodbye to friends many of these students are scrambling to secure access to things many college students take for,Photo by Maddie MeyerGetty Images Students are still unsure how and where theyll finish their semester On March th the University of Southern California sent an email to its students faculty and staff Students who are leaving campus for Spring Rece  chars
US students party on spring break despite coronavirus  BBC News,US university students flocked to Florida despite warnings over the new coronavirus,
Inside a Russian troll factory in Ghana,Working with researchers from Clemson University CNN has found a Russian troll operation targeting American voters and for the first time we have confronted the people on the ground behind it  and its not where you might expect With help from Facebook ,Chat with us in Facebook Messenger Find out whats happening in the world as it unfolds
Astronomers observe the brightest supernova on record,In  astronomers spotted the brightest supernova ever observed They watched as the supernova named SNaps continued to emit radiation for more than  days Today in a paper published in Nature they describe how this extremely energetic supern,In  astronomers spotted the brightest supernova ever observed They watched as the supernova named SNaps continued to emit radiation for more than  days Today in a paper published in Nature they describe how this extremely energetic supern  chars
Colleges go passfail to address coronavirus,In many ways the new coronavirus has wreaked havoc on the lives of college students faculty and staff members Many institutions have moved classes online and encouraged students to leave campus creating a flurry of confusion uncertainty and anxiety More,In many ways the new coronavirus has wreaked havoc on the lives of college students faculty and staff members Many institutions have moved classes online and encouraged students to leave campus creating a flurry of confusion uncertainty and anxietyMor  chars
Will Coronavirus Make Everyone Cook Again,Sylvain Charlebois Politics Americas It seems so These are unprecedented times As we deal with the current coronavirus pandemic we find our regular routines and habits altered and disrupted Notsograceful displays of panic buying have been seen almost e,These are unprecedented times As we deal with the current coronavirus pandemic we find our regular routines and habits altered and disrupted Notsograceful displays ofpanic buyinghave been seen almost everywhere People have been impulsively emptying sh  chars
Red and Processed Meat Consumption and Risk for AllCause Mortality and Cardiometabolic Outcomes,,Dena Zeraatkar MSc Gordon H Guyatt MD MSc Pablo AlonsoCoello MD PhD Malgorzata M Bala PhD Montserrat Rabassa PhD Mi Ah Han MD PhD Robin WM Vernooij PhD Claudia Valli MSc Bradley C Johnston PhD McMaster University Hamilton Ontario  chars
COVID critical care bed modelling study potential shortage in Canada,A national modelling paper predicting the number of available ICU beds across Canada during the COVID pandemic suggests that selfisolation will likely not be enough to keep demand from exceeding supply It is published in CMAJ Canadian Medical Associatio,A national modelling paper predicting the number of available ICU beds across Canada during the COVID pandemic suggests that selfisolation will likely not be enough to keep demand from exceeding supply It is published in CMAJ Canadian Medical Associatio  chars
Age is not the only risk for severe coronavirus disease  WJW FOX  News Cleveland,Age is not the only risk for severe coronavirus disease WJW FOX  News Cleveland Anosmia The hidden coronavirus symptom many young patients are developing Daily Star Smell test Possible new COVID symptom emerges SCNow Loss of smell may be symptom of ne,WASHINGTON AP Older people remain most at risk of dying as the new coronavirus continues its rampage around the globe but theyre far from the only ones vulnerable One of many mysteries Men seem to be faring worse than womenAnd as cases skyrocket in th  chars
